"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:0nys6GusuHnjSYLW0PYYb7","Chaise Longue","spotify:artist:2TwOrUcYnAlIiKmVQkkoSZ","Wet Leg","spotify:album:0r9awI5WRCZpwk0aVQ4bKO","Wet Leg","spotify:artist:2TwOrUcYnAlIiKmVQkkoSZ","Wet Leg","2022-04-08","https://i.scdn.co/image/ab67616d0000b273ea1126a33b0fb88e79915262","1","2","196905","https://p.scdn.co/mp3-preview/7a12d2aaedd8317046a46b667b0a1fd1429b0e36?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","GBCEL2100271","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T20:24:02Z"
"spotify:track:5FH5U5zlicxKUXK6DruWKM","Turn Up The Sunshine - From 'Minions: The Rise of Gru' Soundtrack","spotify:artist:3MdG05syQeRYPPcClLaUGl, spotify:artist:5INjqkS1o8h1imAzPqGZBb","Diana Ross, Tame Impala","spotify:album:2q70l752ZOyY6kr7PZjAex","Turn Up The Sunshine (From 'Minions: The Rise of Gru' Soundtrack)","spotify:artist:3MdG05syQeRYPPcClLaUGl, spotify:artist:5INjqkS1o8h1imAzPqGZBb","Diana Ross, Tame Impala","2022-05-19","https://i.scdn.co/image/ab67616d0000b27302417e5f6e1de659d3aa8b3e","1","1","229610","https://p.scdn.co/mp3-preview/7732d7e1132bfae9e4d34ee48958bb8898dc62ff?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","USQ4E2100001","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T20:24:14Z"
"spotify:track:63roXFYmHCQF5SuDKJHuVX","The Glow Worm - Single Version","spotify:artist:5v8bwWRbu7AI3YFhzoM6Ha","The Mills Brothers","spotify:album:1ARsPQG5T4Nx1fght0cGbo","The Anthology: 1931 - 1968","spotify:artist:5v8bwWRbu7AI3YFhzoM6Ha","The Mills Brothers","1995-01-01","https://i.scdn.co/image/ab67616d0000b273e21cd5d12683344fd6c48c17","2","8","160866","https://p.scdn.co/mp3-preview/e0e7eba4a3ea45dd2d40c30871c26d312ed229d7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","USMC15283055","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T20:24:31Z"
"spotify:track:5Ts1DYOuouQLgzTaisxWYh","Love Grows (Where My Rosemary Goes)","spotify:artist:1NRzxuPpdGushT8YmF5NAa","Edison Lighthouse","spotify:album:4XDWk7zU6KDgLaqLxEYi8y","Love Grows (Where My Rosemary Goes) & Other Gems","spotify:artist:1NRzxuPpdGushT8YmF5NAa","Edison Lighthouse","1970-01-01","https://i.scdn.co/image/ab67616d0000b2739a0011cc9d31cf969b656905","1","1","174760","https://p.scdn.co/mp3-preview/7cf77688f02e03e242216149c4cc0b0742bbb7c1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","GBBPJ9800675","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T20:24:48Z"
"spotify:track:1hp7aHiWB6zxcpehJR7xRO","Somethinggreater - Single Version","spotify:artist:3oKRxpszQKUjjaHz388fVA","Parcels","spotify:album:2FJj7NVoRCAwjFus0O1BXd","Day/Night","spotify:artist:3oKRxpszQKUjjaHz388fVA","Parcels","2021-11-05","https://i.scdn.co/image/ab67616d0000b2734148eebf7cfaf56f5d3bb144","3","3","209099","https://p.scdn.co/mp3-preview/b8473b69f8b6e49d3fd89b7a68e9f848bab0b0d3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","FR6P12100640","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T20:24:54Z"
"spotify:track:0k1hbeZodoEw34FAdbh8xM","Brujeria","spotify:artist:6nnspeopmJAG07xOxHmqTu","El Gran Combo De Puerto Rico","spotify:album:18m4lag970uk1AMSvaUZmg","Aqui No Se Sienta Nadie!","spotify:artist:6nnspeopmJAG07xOxHmqTu","El Gran Combo De Puerto Rico","1979","https://i.scdn.co/image/ab67616d0000b2739012dd213d3d33cb5c3d1ec0","1","6","205813","https://p.scdn.co/mp3-preview/45f2ec7bae1dd978e3a0e3dac26dc9f70f835ea0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","USMRE0801306","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T20:25:01Z"
"spotify:track:1UkPVtMYxqGM7fknbrec30","Camina Con los Codos","spotify:artist:0ta7d4nqI6QnJLJHIHaHdk","PALO!","spotify:album:1aKvMBjiU2TrfUejuZEsxK","This Is Afro-Cuban Funk","spotify:artist:0ta7d4nqI6QnJLJHIHaHdk","PALO!","2009","https://i.scdn.co/image/ab67616d0000b27369b7dc96bbd296b46463727c","1","7","273384","https://p.scdn.co/mp3-preview/4358ef62c503dbfcad1968b24b9e743a1f8ca106?cid=9950ac751e34487dbbe027c4fd7f8e99","false","4","USYHH0900007","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T20:25:06Z"
"spotify:track:734AX6t02v4SNG1bkhNxT9","El Menú","spotify:artist:6nnspeopmJAG07xOxHmqTu","El Gran Combo De Puerto Rico","spotify:album:3pYgBhT551TztQNYbXqB26","20th Anniversary","spotify:artist:6nnspeopmJAG07xOxHmqTu","El Gran Combo De Puerto Rico","1982","https://i.scdn.co/image/ab67616d0000b27397612c672578defda5eb849c","2","10","252400","https://p.scdn.co/mp3-preview/d3b4aadd4698fa29478ee6caa58fb0d5aa14401a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","USMRE0829020","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T20:25:11Z"
"spotify:track:74oXlQPr6x05HDrGVaiYXZ","Naked in Manhattan","spotify:artist:7GlBOeep6PqTfFi59PTUUN","Chappell Roan","spotify:album:2aA0deq09WgAaMzIpQcv4p","Naked in Manhattan","spotify:artist:7GlBOeep6PqTfFi59PTUUN","Chappell Roan","2022-02-18","https://i.scdn.co/image/ab67616d0000b273d19a05ff3cd005cebb277e36","1","1","211057","https://p.scdn.co/mp3-preview/e11c09e5a377049f0c4f06977845a0f804c9a12b?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QM24S2200264","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T20:25:31Z"
"spotify:track:3gCYle76USfbHa7VDTDg5V","The Kiss Of Venus (Dominic Fike)","spotify:artist:4STHEaNw4mPZ2tzheohgXB, spotify:artist:6USv9qhCn6zfxlBQIYJ9qs","Paul McCartney, Dominic Fike","spotify:album:2GtO6b1fzw82cCdbp4CGQv","The Kiss Of Venus (Dominic Fike)","spotify:artist:4STHEaNw4mPZ2tzheohgXB, spotify:artist:6USv9qhCn6zfxlBQIYJ9qs","Paul McCartney, Dominic Fike","2021-03-11","https://i.scdn.co/image/ab67616d0000b2734eb40ecfe1775ac0bcae0e6b","1","1","143530","https://p.scdn.co/mp3-preview/365e66d5e1647afa09d332a06d45986e56833448?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","GBCCS2100002","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T20:25:42Z"
"spotify:track:0VNzEY1G4GLqcNx5qaaTl6","Vincent","spotify:artist:1gRNBaI4yn6wCCTvRhGWh8","Don McLean","spotify:album:10jsW2NYd9blCrDITMh2zS","American Pie","spotify:artist:1gRNBaI4yn6wCCTvRhGWh8","Don McLean","1971","https://i.scdn.co/image/ab67616d0000b2730085dd4362653ef4c54ebbeb","1","3","243493","https://p.scdn.co/mp3-preview/b4e8591f8fc4f9a51ff72247de3549c173882ca4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","USEM38600091","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T20:25:52Z"
"spotify:track:0dN3cttUifpkm1Oja79zJr","Summerland","spotify:artist:7sOR7gk6XUlGnxj3p9F54k","half•alive","spotify:album:1A1dSoZMQPU0DcCfaSLvQ1","Summerland","spotify:artist:7sOR7gk6XUlGnxj3p9F54k","half•alive","2021-07-23","https://i.scdn.co/image/ab67616d0000b2730e30ac5b9c90632e1952b693","1","1","229659","https://p.scdn.co/mp3-preview/1d1136c9b10870b074251a114f399628684d6abe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","USRC12102015","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T20:26:13Z"
"spotify:track:5t9KYe0Fhd5cW6UYT4qP8f","Good Vibrations - Remastered 2001","spotify:artist:3oDbviiivRWhXwIE8hxkVV","The Beach Boys","spotify:album:37rNuexqEXWeSIOiJtn3A9","Smiley Smile (Remastered)","spotify:artist:3oDbviiivRWhXwIE8hxkVV","The Beach Boys","1967-09-18","https://i.scdn.co/image/ab67616d0000b273fb9dac3244b8486758058a81","1","6","219026","https://p.scdn.co/mp3-preview/bb1d8ac5ae621b52f2315346e11c4b7bd45f5b81?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","USCA20100360","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T20:26:45Z"
"spotify:track:3B0ms7Xlxl16tRztKHpcu9","Summer Breeze","spotify:artist:6jdObwsrIjSRnBbMw6lPBj","Seals and Crofts","spotify:album:16lsqxMjRUFOBo2jocsy1C","Summer Breeze","spotify:artist:6jdObwsrIjSRnBbMw6lPBj","Seals and Crofts","1972","https://i.scdn.co/image/ab67616d0000b273e13b56ae3e9e99abf2c2026c","1","4","205480","https://p.scdn.co/mp3-preview/1529ccd815614f9c78dcdac557b0809e73b1ebb2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","USWB19901645","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T20:26:48Z"
